央视,#genre#
CCTV-1 综合,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV-2 财经,https://node1.olelive.com:6443/live/CCTV2HD/hls.m3u8
CCTV-5 体育,https://node1.olelive.com:6443/live/CCTV5HD/hls.m3u8
CCTV-6 电影,https://node1.olelive.com:6443/live/CCTV6HD/hls.m3u8
CCTV-8 电视剧,https://node1.olelive.com:6443/live/CCTV8HD/hls.m3u8
CCTV-13 新闻,https://node1.olelive.com:6443/live/CCTV13HD/hls.m3u8
卫视,#genre#
江西卫视,http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
